,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp_celsius,windspeed_kh,atemp,hum,casual,registered,cs_ratio,cnt,season_cat,cnt_cat
184,185,04/07/2011,3,0,7,1,1,0,2,29.793347,5.4591064,0.665417,63.7917,3065,2978,1.0292142377434519,6043,Summer,Uso medio
185,186,05/07/2011,3,0,7,0,2,1,1,30.613347,8.459286,0.696338,59.0417,1031,3634,0.2837094111172262,4665,Summer,Uso medio
186,187,06/07/2011,3,0,7,0,3,1,1,29.52,10.042161,0.685633,74.3333,784,3845,0.20390117035110533,4629,Summer,Uso medio
187,188,07/07/2011,3,0,7,0,4,1,1,30.75,10.6664,0.686871,65.125,754,3838,0.19645648775403857,4592,Summer,Uso medio
188,189,08/07/2011,3,0,7,0,5,1,2,29.075847,15.083643,0.670483,75.7917,692,3348,0.2066905615292712,4040,Summer,Uso medio
189,190,09/07/2011,3,0,7,0,6,0,1,30.066653,11.250104,0.664158,60.9167,1988,3348,0.5937873357228196,5336,Summer,Uso medio
190,191,10/07/2011,3,0,7,0,0,0,1,30.6475,12.292557,0.690025,57.8333,1743,3138,0.5554493307839388,4881,Summer,Uso medio
191,192,11/07/2011,3,0,7,0,1,1,1,31.2625,18.916579,0.729804,63.5833,723,3363,0.2149866190900981,4086,Summer,Uso medio
192,193,12/07/2011,3,0,7,0,2,1,1,32.560847,13.417018,0.739275,55.9167,662,3596,0.18409343715239154,4258,Summer,Uso medio
193,194,13/07/2011,3,0,7,0,3,1,1,30.613347,9.790911,0.689404,63.1667,748,3594,0.20812465219810797,4342,Summer,Uso medio
194,195,14/07/2011,3,0,7,0,4,1,1,27.914153,16.124689,0.635104,47.625,888,4196,0.21163012392755004,5084,Summer,Uso medio
195,196,15/07/2011,3,0,7,0,5,1,1,27.196653,12.249811,0.624371,59.125,1318,4220,0.3123222748815166,5538,Summer,Uso medio
196,197,16/07/2011,3,0,7,0,6,0,1,28.153347,13.958914,0.638263,58.5,2418,3505,0.6898716119828816,5923,Summer,Uso medio
197,198,17/07/2011,3,0,7,0,0,0,1,29.485847,16.417211,0.669833,60.4167,2006,3296,0.6086165048543689,5302,Summer,Uso medio
198,199,18/07/2011,3,0,7,0,1,1,1,30.613347,14.458868,0.703925,65.125,841,3617,0.23251313243019076,4458,Summer,Uso medio
199,200,19/07/2011,3,0,7,0,2,1,1,31.843347,8.7502,0.747479,65.0417,752,3789,0.19846925310108207,4541,Summer,Uso medio
200,201,20/07/2011,3,0,7,0,3,1,1,31.501653,7.625739,0.74685,70.7083,644,3688,0.17462039045553146,4332,Summer,Uso medio
201,202,21/07/2011,3,0,7,0,4,1,2,33.415,14.875407,0.826371,69.125,632,3152,0.20050761421319796,3784,Summer,Uso medio
202,203,22/07/2011,3,0,7,0,5,1,1,34.781653,8.9177,0.840896,58.0417,562,2825,0.19893805309734514,3387,Summer,Uso medio
203,204,23/07/2011,3,0,7,0,6,0,1,34.815847,8.791807,0.804287,50.0,987,2298,0.42950391644908614,3285,Summer,Uso medio
204,205,24/07/2011,3,0,7,0,0,0,1,34.03,11.334457,0.794829,55.0833,1050,2556,0.4107981220657277,3606,Summer,Uso medio
205,206,25/07/2011,3,0,7,0,1,1,1,30.476653,6.0841561,0.720958,75.7083,568,3272,0.17359413202933985,3840,Summer,Uso medio
206,207,26/07/2011,3,0,7,0,2,1,1,31.638347,13.417286,0.696979,54.0833,750,3840,0.1953125,4590,Summer,Uso medio
207,208,27/07/2011,3,0,7,0,3,1,1,31.775,12.292021,0.690667,40.2917,755,3901,0.19354011791848244,4656,Summer,Uso medio
208,209,28/07/2011,3,0,7,0,4,1,1,31.945847,11.958093,0.7399,58.3333,606,3784,0.1601479915433404,4390,Summer,Uso medio
209,210,29/07/2011,3,0,7,0,5,1,1,34.371653,11.667246,0.785967,54.25,670,3176,0.21095717884130982,3846,Summer,Uso medio
210,211,30/07/2011,3,0,7,0,6,0,1,32.970847,11.291979,0.728537,46.5833,1559,2916,0.5346364883401921,4475,Summer,Uso medio
211,212,31/07/2011,3,0,7,0,0,0,1,33.039153,11.042471,0.729796,48.0833,1524,2778,0.5485961123110151,4302,Summer,Uso medio
212,213,01/08/2011,3,0,8,0,1,1,1,31.638347,10.500039,0.703292,55.0833,729,3537,0.20610687022900764,4266,Summer,Uso medio
213,214,02/08/2011,3,0,8,0,2,1,1,32.116653,13.79195,0.707071,49.125,801,4044,0.1980712166172107,4845,Summer,Uso medio
214,215,03/08/2011,3,0,8,0,3,1,2,29.998347,9.084061,0.679937,65.75,467,3107,0.15030576118442227,3574,Summer,Uso medio
215,216,04/08/2011,3,0,8,0,4,1,2,29.11,13.20905,0.664788,75.75,799,3777,0.21154355308445857,4576,Summer,Uso medio
216,217,05/08/2011,3,0,8,0,5,1,1,29.144153,12.374632,0.656567,63.0833,1023,3843,0.26619828259172523,4866,Summer,Uso medio
217,218,06/08/2011,3,0,8,0,6,0,2,29.383347,15.29275,0.676154,75.5,1521,2773,0.5485034258925352,4294,Summer,Uso medio
218,219,07/08/2011,3,0,8,0,0,0,1,30.4425,13.499629,0.715292,75.2917,1298,2487,0.521913952553277,3785,Summer,Uso medio
219,220,08/08/2011,3,0,8,0,1,1,1,31.365,12.875725,0.703283,59.2083,846,3480,0.24310344827586206,4326,Summer,Uso medio
220,221,09/08/2011,3,0,8,0,2,1,1,31.775,10.125107,0.724121,57.0417,907,3695,0.24546684709066305,4602,Summer,Uso medio
221,222,10/08/2011,3,0,8,0,3,1,1,31.433347,13.417286,0.684983,42.4167,884,3896,0.2268993839835729,4780,Summer,Uso medio
222,223,11/08/2011,3,0,8,0,4,1,1,29.4175,11.041332,0.651521,42.375,812,3980,0.20402010050251257,4792,Summer,Uso medio
223,224,12/08/2011,3,0,8,0,5,1,1,29.041653,8.416607,0.654042,41.5,1051,3854,0.27270368448365334,4905,Summer,Uso medio
224,225,13/08/2011,3,0,8,0,6,0,2,28.119153,14.167418,0.645858,72.9583,1504,2646,0.5684051398337112,4150,Summer,Uso medio
225,226,14/08/2011,3,0,8,0,0,0,2,27.743347,14.916411,0.624388,81.75,1338,2482,0.5390813859790492,3820,Summer,Uso medio
226,227,15/08/2011,3,0,8,0,1,1,1,27.299153,13.999918,0.616167,71.2083,775,3563,0.2175133314622509,4338,Summer,Uso medio
227,228,16/08/2011,3,0,8,0,2,1,1,28.734153,15.834043,0.645837,57.8333,721,4004,0.18006993006993008,4725,Summer,Uso medio
228,229,17/08/2011,3,0,8,0,3,1,1,29.656653,9.625689,0.666671,57.5417,668,4026,0.16592151018380527,4694,Summer,Uso medio
229,230,18/08/2011,3,0,8,0,4,1,1,29.178347,15.624936,0.662258,65.4583,639,3166,0.2018319646241314,3805,Summer,Uso medio
230,231,19/08/2011,3,0,8,0,5,1,2,28.085,9.333636,0.633221,72.2917,797,3356,0.23748510131108463,4153,Summer,Uso medio
231,232,20/08/2011,3,0,8,0,6,0,1,28.5975,6.999289,0.648996,67.4167,1914,3277,0.584070796460177,5191,Summer,Uso medio
232,233,21/08/2011,3,0,8,0,0,0,1,29.144153,16.666518,0.675525,77.0,1249,2624,0.4759908536585366,3873,Summer,Uso medio
233,234,22/08/2011,3,0,8,0,1,1,1,28.358347,18.54225,0.638254,47.0,833,3925,0.21222929936305732,4758,Summer,Uso medio
234,235,23/08/2011,3,0,8,0,2,1,1,26.274153,9.833121,0.606067,45.5417,1281,4614,0.2776332899869961,5895,Summer,Uso medio
235,236,24/08/2011,3,0,8,0,3,1,1,27.606653,16.958236,0.630692,60.5,949,4181,0.2269791915809615,5130,Summer,Uso medio
236,237,25/08/2011,3,0,8,0,4,1,2,28.050847,14.125811,0.645854,77.1667,435,3107,0.1400064370775668,3542,Summer,Uso medio
237,238,26/08/2011,3,0,8,0,5,1,1,28.7,5.6254875,0.659733,76.125,768,3893,0.1972771641407655,4661,Summer,Uso medio
238,239,27/08/2011,3,0,8,0,6,0,2,27.88,25.166339,0.635556,85.0,226,889,0.2542182227221597,1115,Summer,Uso bajo
239,240,28/08/2011,3,0,8,0,0,0,1,28.989419,20.412153,0.647959,56.1765,1415,2919,0.48475505310037686,4334,Summer,Uso medio
240,241,29/08/2011,3,0,8,0,1,1,1,26.103347,10.708275,0.607958,55.4583,729,3905,0.18668373879641487,4634,Summer,Uso medio
241,242,30/08/2011,3,0,8,0,2,1,1,26.205847,8.375536,0.594704,54.8333,775,4429,0.17498306615488823,5204,Summer,Uso medio
242,243,31/08/2011,3,0,8,0,3,1,1,26.923347,5.5833311,0.611121,59.7917,688,4370,0.1574370709382151,5058,Summer,Uso medio
243,244,01/09/2011,3,0,9,0,4,1,1,26.855,9.500332,0.614921,63.9167,783,4332,0.18074792243767313,5115,Summer,Uso medio
244,245,02/09/2011,3,0,9,0,5,1,2,26.376653,9.375243,0.604808,72.7083,875,3852,0.22715472481827623,4727,Summer,Uso medio
245,246,03/09/2011,3,0,9,0,6,0,1,27.435847,12.416775,0.633213,71.6667,1935,2549,0.7591212240094155,4484,Summer,Uso medio
246,247,04/09/2011,3,0,9,0,0,0,1,29.075847,13.833289,0.665429,74.2083,2521,2419,1.0421661843737082,4940,Summer,Uso medio
247,248,05/09/2011,3,0,9,1,1,0,2,27.606653,14.250632,0.625646,79.0417,1236,2115,0.5843971631205673,3351,Summer,Uso medio
248,249,06/09/2011,3,0,9,0,2,1,3,22.14,23.044181,0.5152,88.6957,204,2506,0.08140462889066241,2710,Summer,Uso medio
249,250,07/09/2011,3,0,9,0,3,1,3,24.565847,6.5003936,0.544229,91.7083,118,1878,0.06283280085197018,1996,Summer,Uso bajo
250,251,08/09/2011,3,0,9,0,4,1,3,25.990433,12.914116,0.555361,93.9565,153,1689,0.0905861456483126,1842,Summer,Uso bajo
251,252,09/09/2011,3,0,9,0,5,1,2,26.65,8.333393,0.578946,89.7917,417,3127,0.13335465302206587,3544,Summer,Uso medio
252,253,10/09/2011,3,0,9,0,6,0,1,27.06,10.291736,0.607962,75.375,1750,3595,0.48678720445062584,5345,Summer,Uso medio
253,254,11/09/2011,3,0,9,0,0,0,1,26.786653,7.708618,0.609229,71.375,1633,3413,0.47846469381775564,5046,Summer,Uso medio
254,255,12/09/2011,3,0,9,0,1,1,1,26.418268,5.957171,0.60213,69.2174,690,4023,0.1715137956748695,4713,Summer,Uso medio
255,256,13/09/2011,3,0,9,0,2,1,1,26.684153,9.500868,0.603554,71.25,701,4062,0.172575086164451,4763,Summer,Uso medio
256,257,14/09/2011,3,0,9,0,3,1,1,27.606653,11.2091,0.6269,69.7083,647,4138,0.15635572740454326,4785,Summer,Uso medio
257,258,15/09/2011,3,0,9,0,4,1,2,23.6775,18.166782,0.553671,70.9167,428,3231,0.1324667285670071,3659,Summer,Uso medio
258,259,16/09/2011,3,0,9,0,5,1,2,19.235847,11.000261,0.461475,59.0417,742,4018,0.18466898954703834,4760,Summer,Uso medio
259,260,17/09/2011,3,0,9,0,6,0,2,20.158347,12.708225,0.478512,71.8333,1434,3077,0.46603834904127395,4511,Summer,Uso medio
260,261,18/09/2011,3,0,9,0,0,0,1,20.8075,11.958361,0.490537,69.5,1353,2921,0.46319753509072237,4274,Summer,Uso medio
261,262,19/09/2011,3,0,9,0,1,1,2,22.515847,10.166714,0.529675,69.0,691,3848,0.17957380457380456,4539,Summer,Uso medio
262,263,20/09/2011,3,0,9,0,2,1,2,23.028347,9.041918,0.532217,88.125,438,3203,0.13674679987511706,3641,Summer,Uso medio
263,264,21/09/2011,3,0,9,0,3,1,2,24.395,6.4590814,0.550533,90.0,539,3813,0.14135851035929714,4352,Summer,Uso medio
264,265,22/09/2011,3,0,9,0,4,1,2,25.761653,8.584375,0.554963,90.2083,555,4240,0.13089622641509435,4795,Summer,Uso medio
265,266,23/09/2011,4,0,9,0,5,1,2,24.975847,5.2505689,0.522125,97.25,258,2137,0.12072999532054282,2395,Autumn,Uso bajo
266,267,24/09/2011,4,0,9,0,6,0,2,24.873347,5.2516811,0.564412,86.25,1776,3647,0.4869755963805868,5423,Autumn,Uso medio
267,268,25/09/2011,4,0,9,0,0,0,2,26.000847,3.3754064,0.572637,84.5,1544,3466,0.44547028274668204,5010,Autumn,Uso medio
268,269,26/09/2011,4,0,9,0,1,1,2,26.615847,7.4169,0.589042,84.8333,684,3946,0.17334009123162697,4630,Autumn,Uso medio
269,270,27/09/2011,4,0,9,0,2,1,2,26.103347,7.917457,0.574525,88.5417,477,3643,0.13093604172385398,4120,Autumn,Uso medio
270,271,28/09/2011,4,0,9,0,3,1,2,26.035,9.958143,0.575158,84.875,480,3427,0.14006419608987453,3907,Autumn,Uso medio
271,272,29/09/2011,4,0,9,0,4,1,1,25.283347,11.583161,0.574512,69.9167,653,4186,0.15599617773530816,4839,Autumn,Uso medio
272,273,30/09/2011,4,0,9,0,5,1,1,23.130847,13.833825,0.544829,64.75,830,4372,0.1898444647758463,5202,Autumn,Uso medio
273,274,01/10/2011,4,0,10,0,6,0,2,16.81,19.583832,0.412863,75.375,480,1949,0.24628014366341713,2429,Autumn,Uso bajo
274,275,02/10/2011,4,0,10,0,0,0,2,14.623347,14.874871,0.345317,79.1667,616,2302,0.2675933970460469,2918,Autumn,Uso medio
275,276,03/10/2011,4,0,10,0,1,1,2,15.750847,5.5841686,0.392046,76.0833,330,3240,0.10185185185185185,3570,Autumn,Uso medio
276,277,04/10/2011,4,0,10,0,2,1,1,19.850847,13.792218,0.472858,71.0,486,3970,0.12241813602015113,4456,Autumn,Uso medio
277,278,05/10/2011,4,0,10,0,3,1,1,22.071653,11.87575,0.527138,64.7917,559,4267,0.13100539020389032,4826,Autumn,Uso medio
278,279,06/10/2011,4,0,10,0,4,1,1,20.260847,9.041918,0.480425,62.0833,639,4126,0.15487154629180805,4765,Autumn,Uso medio
279,280,07/10/2011,4,0,10,0,5,1,1,20.944153,1.5002439,0.504404,68.4167,949,4036,0.23513379583746283,4985,Autumn,Uso medio
280,281,08/10/2011,4,0,10,0,6,0,1,21.388347,3.0420814,0.513242,70.125,2235,3174,0.7041587901701323,5409,Autumn,Uso medio
281,282,09/10/2011,4,0,10,0,0,0,1,22.174153,4.25115,0.523983,72.75,2397,3114,0.7697495183044316,5511,Autumn,Uso medio
282,283,10/10/2011,4,0,10,1,1,0,1,23.404153,2.8343814,0.542925,73.375,1514,3603,0.4202053844018873,5117,Autumn,Uso medio
283,284,11/10/2011,4,0,10,0,2,1,2,23.233347,9.583814,0.546096,80.875,667,3896,0.1712012320328542,4563,Autumn,Uso medio
284,285,12/10/2011,4,0,10,0,3,1,3,22.276653,16.62605,0.517717,90.625,217,2199,0.098681218735789,2416,Autumn,Uso bajo
285,286,13/10/2011,4,0,10,0,4,1,2,24.155847,9.499729,0.551804,89.6667,290,2623,0.11056042699199391,2913,Autumn,Uso medio
286,287,14/10/2011,4,0,10,0,5,1,2,22.584153,15.000161,0.529675,71.625,529,3115,0.16982343499197433,3644,Autumn,Uso medio
287,288,15/10/2011,4,0,10,0,6,0,1,20.773347,17.291561,0.498725,48.3333,1899,3318,0.5723327305605787,5217,Autumn,Uso medio
288,289,16/10/2011,4,0,10,0,0,0,1,20.978347,18.875039,0.503154,48.6667,1748,3293,0.5308229577892499,5041,Autumn,Uso medio
289,290,17/10/2011,4,0,10,0,1,1,1,21.900847,11.750393,0.510725,57.9583,713,3857,0.18485869847031372,4570,Autumn,Uso medio
290,291,18/10/2011,4,0,10,0,2,1,2,21.8325,7.375829,0.522721,70.1667,637,4111,0.15495013378739966,4748,Autumn,Uso medio
291,292,19/10/2011,4,0,10,0,3,1,3,22.211299,16.303713,0.513848,89.5217,254,2170,0.11705069124423963,2424,Autumn,Uso bajo
292,293,20/10/2011,4,0,10,0,4,1,1,19.509153,28.292425,0.466525,63.625,471,3724,0.1264769065520945,4195,Autumn,Uso medio
293,294,21/10/2011,4,0,10,0,5,1,1,17.5275,14.833532,0.423596,57.4167,676,3628,0.18632855567805953,4304,Autumn,Uso medio
294,295,22/10/2011,4,0,10,0,6,0,1,17.3225,6.2086689,0.425492,62.9167,1499,2809,0.5336418654325382,4308,Autumn,Uso medio
295,296,23/10/2011,4,0,10,0,0,0,1,17.288347,6.6673375,0.422333,74.125,1619,2762,0.5861694424330196,4381,Autumn,Uso medio
296,297,24/10/2011,4,0,10,0,1,1,1,18.996653,7.959064,0.457067,77.2083,699,3488,0.200401376146789,4187,Autumn,Uso medio
297,298,25/10/2011,4,0,10,0,2,1,1,19.338347,11.166086,0.463375,62.2917,695,3992,0.17409819639278556,4687,Autumn,Uso medio
298,299,26/10/2011,4,0,10,0,3,1,2,19.850847,9.959014,0.472846,72.0417,404,3490,0.11575931232091691,3894,Autumn,Uso medio
299,300,27/10/2011,4,0,10,0,4,1,2,19.27,13.250121,0.457046,81.2917,240,2419,0.09921455146754857,2659,Autumn,Uso medio
300,301,28/10/2011,4,0,10,0,5,1,2,13.564153,15.375093,0.318812,58.5833,456,3291,0.13855970829535097,3747,Autumn,Uso medio
301,302,29/10/2011,4,0,10,0,6,0,3,10.420847,23.541857,0.227913,88.25,57,570,0.1,627,Autumn,Uso bajo
302,303,30/10/2011,4,0,10,0,0,0,1,13.085847,11.833339,0.321329,62.375,885,2446,0.3618152085036795,3331,Autumn,Uso medio
303,304,31/10/2011,4,0,10,0,1,1,1,13.94,7.12545,0.356063,70.3333,362,3307,0.10946477169640158,3669,Autumn,Uso medio
304,305,01/11/2011,4,0,11,0,2,1,1,16.434153,9.083257,0.397088,68.375,410,3658,0.11208310552214325,4068,Autumn,Uso medio
305,306,02/11/2011,4,0,11,0,3,1,1,15.4775,5.5001439,0.390133,71.875,370,3816,0.09696016771488469,4186,Autumn,Uso medio
306,307,03/11/2011,4,0,11,0,4,1,1,16.741653,9.166739,0.405921,70.2083,318,3656,0.08698030634573305,3974,Autumn,Uso medio
307,308,04/11/2011,4,0,11,0,5,1,2,16.536653,18.209193,0.403392,62.25,470,3576,0.13143176733780762,4046,Autumn,Uso medio
308,309,05/11/2011,4,0,11,0,6,0,1,13.393347,12.667154,0.323854,51.9167,1156,2770,0.41732851985559566,3926,Autumn,Uso medio
309,310,06/11/2011,4,0,11,0,0,0,1,14.281653,6.1676314,0.362358,73.4583,952,2697,0.3529847979236188,3649,Autumn,Uso medio
310,311,07/11/2011,4,0,11,0,1,1,1,16.195,3.834075,0.400871,75.875,373,3662,0.10185690879300928,4035,Autumn,Uso medio
311,312,08/11/2011,4,0,11,0,2,1,1,16.741653,4.6255125,0.412246,72.1667,376,3829,0.09819796291459912,4205,Autumn,Uso medio
312,313,09/11/2011,4,0,11,0,3,1,1,16.4,4.1671186,0.409079,75.8333,305,3804,0.08017875920084122,4109,Autumn,Uso medio
313,314,10/11/2011,4,0,11,0,4,1,2,15.58,12.667489,0.373721,81.3333,190,2743,0.06926722566532993,2933,Autumn,Uso medio
314,315,11/11/2011,4,0,11,1,5,0,1,13.290847,21.083225,0.306817,44.625,440,2928,0.15027322404371585,3368,Autumn,Uso medio
315,316,12/11/2011,4,0,11,0,6,0,1,14.623347,14.208154,0.357942,55.2917,1275,2792,0.4566618911174785,4067,Autumn,Uso medio
316,317,13/11/2011,4,0,11,0,0,0,1,18.074153,18.875307,0.43055,45.8333,1004,2713,0.37007003317360854,3717,Autumn,Uso medio
317,318,14/11/2011,4,0,11,0,1,1,1,21.73,20.541932,0.524612,58.7083,595,3891,0.15291698792084296,4486,Autumn,Uso medio
318,319,15/11/2011,4,0,11,0,2,1,2,21.73,13.375411,0.507579,68.875,449,3746,0.1198611852642819,4195,Autumn,Uso medio
319,320,16/11/2011,4,0,11,0,3,1,3,18.723347,9.167543,0.451988,93.0,145,1672,0.0867224880382775,1817,Autumn,Uso bajo
320,321,17/11/2011,4,0,11,0,4,1,2,14.008347,20.459254,0.323221,57.5833,139,2914,0.04770075497597804,3053,Autumn,Uso medio
321,322,18/11/2011,4,0,11,0,5,1,1,11.240847,11.291711,0.272721,41.0,245,3147,0.07785192246584048,3392,Autumn,Uso medio
322,323,19/11/2011,4,0,11,0,6,0,1,13.495847,15.041232,0.324483,50.2083,943,2720,0.3466911764705882,3663,Autumn,Uso medio
323,324,20/11/2011,4,0,11,0,0,0,2,18.996653,12.45865,0.457058,68.4583,787,2733,0.2879619465788511,3520,Autumn,Uso medio
324,325,21/11/2011,4,0,11,0,1,1,3,18.3475,9.249618,0.445062,91.0,220,2545,0.08644400785854617,2765,Autumn,Uso medio
325,326,22/11/2011,4,0,11,0,2,1,3,17.083347,7.959064,0.421696,96.25,69,1538,0.044863459037711315,1607,Autumn,Uso bajo
326,327,23/11/2011,4,0,11,0,3,1,2,18.074153,22.500275,0.430537,75.7917,112,2454,0.045639771801140996,2566,Autumn,Uso bajo
327,328,24/11/2011,4,0,11,1,4,0,1,15.306653,11.209368,0.372471,54.9167,560,935,0.5989304812834224,1495,Autumn,Uso bajo
328,329,25/11/2011,4,0,11,0,5,1,1,15.375,6.6260186,0.380671,64.375,1095,1697,0.6452563347083088,2792,Autumn,Uso medio
329,330,26/11/2011,4,0,11,0,6,0,1,15.409153,4.5841936,0.385087,68.1667,1249,1819,0.6866410115448048,3068,Autumn,Uso medio
330,331,27/11/2011,4,0,11,0,0,0,1,18.825847,13.999918,0.4558,69.8333,810,2261,0.3582485625829279,3071,Autumn,Uso medio
331,332,28/11/2011,4,0,11,0,1,1,1,20.642598,9.522174,0.490122,74.3043,253,3614,0.070005534034311,3867,Autumn,Uso medio
332,333,29/11/2011,4,0,11,0,2,1,2,18.791653,17.292164,0.451375,83.0833,96,2818,0.034066713981547196,2914,Autumn,Uso medio
333,334,30/11/2011,4,0,11,0,3,1,1,13.325,18.167586,0.311221,61.3333,188,3425,0.05489051094890511,3613,Autumn,Uso medio
334,335,01/12/2011,4,0,12,0,4,1,1,12.8125,14.750586,0.305554,52.4583,182,3545,0.051339915373765865,3727,Autumn,Uso medio
335,336,02/12/2011,4,0,12,0,5,1,1,12.880847,6.750518,0.331433,62.5833,268,3672,0.07298474945533769,3940,Autumn,Uso medio
336,337,03/12/2011,4,0,12,0,6,0,1,12.265847,6.4174811,0.310604,61.2917,706,2908,0.24277854195323245,3614,Autumn,Uso medio
337,338,04/12/2011,4,0,12,0,0,0,1,13.564153,5.6252061,0.3491,77.5833,634,2851,0.22237811294282708,3485,Autumn,Uso medio
338,339,05/12/2011,4,0,12,0,1,1,2,15.819153,4.1679561,0.393925,82.7083,233,3578,0.06512017887087758,3811,Autumn,Uso medio
339,340,06/12/2011,4,0,12,0,2,1,3,18.9625,15.583061,0.4564,94.9583,126,2468,0.051053484602917344,2594,Autumn,Uso medio
340,341,07/12/2011,4,0,12,0,3,1,3,16.81,17.833725,0.400246,97.0417,50,655,0.07633587786259542,705,Autumn,Uso bajo
341,342,08/12/2011,4,0,12,0,4,1,1,10.899153,16.083886,0.256938,58.0,150,3172,0.04728877679697352,3322,Autumn,Uso medio
342,343,09/12/2011,4,0,12,0,5,1,1,11.924153,5.5420189,0.317542,69.5833,261,3359,0.07770169693361119,3620,Autumn,Uso medio
343,344,10/12/2011,4,0,12,0,6,0,1,11.275,15.625807,0.266412,50.75,502,2688,0.18675595238095238,3190,Autumn,Uso medio
344,345,11/12/2011,4,0,12,0,0,0,1,9.054153,4.4582939,0.253154,49.0,377,2366,0.15934065934065933,2743,Autumn,Uso medio
345,346,12/12/2011,4,0,12,0,1,1,1,9.771653,4.25115,0.270196,67.0833,143,3167,0.04515314177455005,3310,Autumn,Uso medio
346,347,13/12/2011,4,0,12,0,2,1,1,11.5825,9.41685,0.301138,59.0,155,3368,0.04602137767220903,3523,Autumn,Uso medio
347,348,14/12/2011,4,0,12,0,3,1,2,13.0175,4.0842061,0.338362,66.375,178,3562,0.04997192588433464,3740,Autumn,Uso medio
348,349,15/12/2011,4,0,12,0,4,1,2,17.3225,17.958814,0.412237,63.4167,181,3528,0.051303854875283446,3709,Autumn,Uso medio
349,350,16/12/2011,4,0,12,0,5,1,2,15.375,17.458525,0.359825,50.0417,178,3399,0.052368343630479555,3577,Autumn,Uso medio
350,351,17/12/2011,4,0,12,0,6,0,2,10.591653,16.292189,0.249371,56.0833,275,2464,0.11160714285714286,2739,Autumn,Uso medio
351,352,18/12/2011,4,0,12,0,0,0,1,9.771653,11.375193,0.245579,58.625,220,2211,0.09950248756218906,2431,Autumn,Uso bajo
352,353,19/12/2011,4,0,12,0,1,1,1,11.343347,11.584032,0.280933,63.75,260,3143,0.08272351256761057,3403,Autumn,Uso medio
353,354,20/12/2011,4,0,12,0,2,1,2,15.819153,4.1252436,0.396454,59.5417,216,3534,0.06112054329371817,3750,Autumn,Uso medio
354,355,21/12/2011,1,0,12,0,3,1,2,17.561653,14.8338,0.428017,85.8333,107,2553,0.04191147669408539,2660,Winter,Uso medio
355,356,22/12/2011,1,0,12,0,4,1,2,17.356653,3.167425,0.426121,75.75,227,2841,0.07990144315381907,3068,Winter,Uso medio
356,357,23/12/2011,1,0,12,0,5,1,1,15.306653,18.374482,0.377513,68.625,163,2046,0.07966764418377321,2209,Winter,Uso bajo
357,358,24/12/2011,1,0,12,0,6,0,1,12.4025,12.750368,0.299242,54.25,155,856,0.1810747663551402,1011,Winter,Uso bajo
358,359,25/12/2011,1,0,12,0,0,0,1,11.266103,10.391097,0.279961,68.1304,303,451,0.6718403547671841,754,Winter,Uso bajo
359,360,26/12/2011,1,0,12,1,1,0,1,13.191299,16.044155,0.315535,50.6957,430,887,0.48478015783540024,1317,Winter,Uso bajo
360,361,27/12/2011,1,0,12,0,2,1,2,13.325,12.62615,0.327633,76.25,103,1059,0.09726156751652502,1162,Winter,Uso bajo
361,362,28/12/2011,1,0,12,0,3,1,1,12.26433,19.695387,0.279974,50.3913,255,2047,0.12457254518808011,2302,Winter,Uso bajo
362,363,29/12/2011,1,0,12,0,4,1,1,10.181653,8.000604,0.263892,57.4167,254,2169,0.11710465652374366,2423,Winter,Uso bajo
363,364,30/12/2011,1,0,12,0,5,1,1,12.778347,9.000579,0.318812,63.6667,491,2508,0.19577352472089316,2999,Winter,Uso medio
364,365,31/12/2011,1,0,12,0,6,0,1,16.81,14.750318,0.414121,61.5833,665,1820,0.36538461538461536,2485,Winter,Uso bajo
365,366,01/01/2012,1,1,1,0,0,0,1,15.17,12.875189,0.375621,69.25,686,1608,0.42661691542288555,2294,Winter,Uso bajo
