,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp_celsius,windspeed_kh,atemp,hum,casual,registered,cs_ratio,cnt,season_cat,cnt_cat
366,367,02/01/2012,1,1,1,1,1,0,1,11.194763,22.087555,0.252304,38.1304,244,1707,0.14294083186877563,1951,Winter,Uso bajo
367,368,03/01/2012,1,1,1,0,2,1,1,6.15,24.499957,0.126275,44.125,89,2147,0.04145319049836982,2236,Winter,Uso bajo
368,369,04/01/2012,1,1,1,0,3,1,2,4.4075,12.3749,0.119337,41.4583,95,2273,0.04179498460184778,2368,Winter,Uso bajo
369,370,05/01/2012,1,1,1,0,4,1,1,10.899153,8.709129,0.278412,52.4167,140,3132,0.04469987228607918,3272,Winter,Uso medio
370,371,06/01/2012,1,1,1,0,5,1,1,13.700847,11.249836,0.340267,54.2083,307,3791,0.08098127143233975,4098,Winter,Uso medio
371,372,07/01/2012,1,1,1,0,6,0,1,16.126653,11.708786,0.390779,53.1667,1070,3451,0.31005505650536075,4521,Winter,Uso medio
372,373,08/01/2012,1,1,1,0,0,0,1,13.8375,12.833314,0.340258,46.5,599,2826,0.21196036801132342,3425,Winter,Uso medio
373,374,09/01/2012,1,1,1,0,1,1,2,9.190847,6.6263,0.247479,70.1667,106,2270,0.04669603524229075,2376,Winter,Uso bajo
374,375,10/01/2012,1,1,1,0,2,1,1,12.656536,12.565984,0.318826,64.6522,173,3425,0.05051094890510949,3598,Winter,Uso medio
375,376,11/01/2012,1,1,1,0,3,1,2,11.240847,8.791807,0.282821,84.75,92,2085,0.044124700239808155,2177,Winter,Uso bajo
376,377,12/01/2012,1,1,1,0,4,1,2,15.6825,12.124789,0.381938,80.2917,269,3828,0.07027168234064786,4097,Winter,Uso medio
377,378,13/01/2012,1,1,1,0,5,1,1,11.240847,25.333236,0.249362,50.75,174,3040,0.057236842105263155,3214,Winter,Uso medio
378,379,14/01/2012,1,1,1,0,6,0,1,7.38,12.541261,0.183087,45.75,333,2160,0.15416666666666667,2493,Winter,Uso bajo
379,380,15/01/2012,1,1,1,0,0,0,1,6.833347,16.834286,0.161625,41.9167,284,2027,0.14010853478046373,2311,Winter,Uso bajo
380,381,16/01/2012,1,1,1,1,1,0,1,7.79,15.500986,0.190663,52.25,217,2081,0.10427679000480539,2298,Winter,Uso bajo
381,382,17/01/2012,1,1,1,0,2,1,2,15.294763,23.39171,0.364278,71.6087,127,2808,0.04522792022792023,2935,Winter,Uso medio
382,383,18/01/2012,1,1,1,0,3,1,1,12.436653,27.833743,0.275254,44.3333,109,3267,0.033363942454851546,3376,Winter,Uso medio
383,384,19/01/2012,1,1,1,0,4,1,1,7.79,14.750586,0.190038,49.75,130,3162,0.041113219481340925,3292,Winter,Uso medio
384,385,20/01/2012,1,1,1,0,5,1,2,8.9175,13.58425,0.220958,45.0,115,3048,0.037729658792650916,3163,Winter,Uso medio
385,386,21/01/2012,1,1,1,0,6,0,2,7.106653,14.917014,0.174875,83.125,67,1234,0.05429497568881685,1301,Winter,Uso bajo
386,387,22/01/2012,1,1,1,0,0,0,2,6.6625,13.375746,0.16225,79.625,196,1781,0.11005053340819765,1977,Winter,Uso bajo
387,388,23/01/2012,1,1,1,0,1,1,2,8.951653,7.417436,0.243058,91.125,145,2287,0.06340183646698731,2432,Winter,Uso bajo
388,389,24/01/2012,1,1,1,0,2,1,1,14.0425,8.292389,0.349108,83.5833,439,3900,0.11256410256410257,4339,Winter,Uso medio
389,390,25/01/2012,1,1,1,0,3,1,1,12.060847,10.791757,0.294821,64.375,467,3803,0.1227977912174599,4270,Winter,Uso medio
390,391,26/01/2012,1,1,1,0,4,1,2,14.008347,4.9175186,0.35605,76.9583,244,3831,0.06369094231271208,4075,Winter,Uso medio
391,392,27/01/2012,1,1,1,0,5,1,2,17.425,22.958689,0.415383,74.125,269,3187,0.08440539692500784,3456,Winter,Uso medio
392,393,28/01/2012,1,1,1,0,6,0,1,12.949153,14.125543,0.326379,54.3333,775,3248,0.23860837438423646,4023,Winter,Uso medio
393,394,29/01/2012,1,1,1,0,0,0,1,11.5825,16.08335,0.272721,31.125,558,2685,0.20782122905027933,3243,Winter,Uso medio
394,395,30/01/2012,1,1,1,0,1,1,1,11.035847,14.458064,0.262625,40.0833,126,3498,0.036020583190394515,3624,Winter,Uso medio
395,396,31/01/2012,1,1,1,0,2,1,1,15.99,17.541739,0.381317,41.6667,324,4185,0.07741935483870968,4509,Winter,Uso medio
396,397,01/02/2012,1,1,2,0,3,1,1,19.235847,12.667489,0.466538,50.7917,304,4275,0.07111111111111111,4579,Winter,Uso medio
397,398,02/02/2012,1,1,2,0,4,1,2,16.365847,12.541529,0.398971,67.2917,190,3571,0.05320638476617194,3761,Winter,Uso medio
398,399,03/02/2012,1,1,2,0,5,1,1,12.846653,11.959232,0.309346,52.6667,310,3841,0.0807081489195522,4151,Winter,Uso medio
399,400,04/02/2012,1,1,2,0,6,0,2,10.830847,8.167032,0.272725,77.9583,384,2448,0.1568627450980392,2832,Winter,Uso medio
400,401,05/02/2012,1,1,2,0,0,0,2,10.899153,11.791732,0.264521,68.7917,318,2629,0.12095853936858121,2947,Winter,Uso medio
401,402,06/02/2012,1,1,2,0,1,1,1,11.586969,10.3046,0.296426,62.2174,206,3578,0.05757406372275014,3784,Winter,Uso medio
402,403,07/02/2012,1,1,2,0,2,1,1,14.520847,9.874393,0.361104,49.625,199,4176,0.04765325670498084,4375,Winter,Uso medio
403,404,08/02/2012,1,1,2,0,3,1,2,10.523347,8.959307,0.266421,72.2917,109,2693,0.040475306349795764,2802,Winter,Uso medio
404,405,09/02/2012,1,1,2,0,4,1,1,10.865,13.000479,0.261988,56.2083,163,3667,0.04445050449959095,3830,Winter,Uso medio
405,406,10/02/2012,1,1,2,0,5,1,2,11.514153,7.834243,0.293558,54.0,227,3604,0.06298557158712542,3831,Winter,Uso medio
406,407,11/02/2012,1,1,2,0,6,0,3,9.190847,19.416332,0.210867,73.125,192,1977,0.09711684370257967,2169,Winter,Uso bajo
407,408,12/02/2012,1,1,2,0,0,0,1,5.2275,27.417204,0.101658,46.4583,73,1456,0.05013736263736264,1529,Winter,Uso bajo
408,409,13/02/2012,1,1,2,0,1,1,1,9.1225,11.207961,0.227913,41.125,94,3328,0.028245192307692308,3422,Winter,Uso medio
409,410,14/02/2012,1,1,2,0,2,1,2,13.085847,9.458993,0.333946,50.875,135,3787,0.03564827039873251,3922,Winter,Uso medio
410,411,15/02/2012,1,1,2,0,3,1,1,14.281653,12.1672,0.351629,53.125,141,4028,0.03500496524329692,4169,Winter,Uso medio
411,412,16/02/2012,1,1,2,0,4,1,2,12.983347,6.125475,0.330162,75.2917,74,2931,0.02524735585124531,3005,Winter,Uso medio
412,413,17/02/2012,1,1,2,0,5,1,1,14.076653,13.791682,0.351629,63.4583,349,3805,0.09172141918528252,4154,Winter,Uso medio
413,414,18/02/2012,1,1,2,0,6,0,1,14.213347,12.792243,0.355425,53.4583,1435,2883,0.4977454040929587,4318,Winter,Uso medio
414,415,19/02/2012,1,1,2,0,0,0,2,11.48,16.958504,0.265788,51.5833,618,2071,0.29840656687590533,2689,Winter,Uso medio
415,416,20/02/2012,1,1,2,1,1,0,1,11.48,15.348561,0.273391,50.7826,502,2627,0.1910925009516559,3129,Winter,Uso medio
416,417,21/02/2012,1,1,2,0,2,1,1,11.800866,13.783039,0.295113,59.4348,163,3614,0.045102379634753734,3777,Winter,Uso medio
417,418,22/02/2012,1,1,2,0,3,1,1,16.229153,15.709557,0.392667,56.7917,394,4379,0.08997488010961406,4773,Winter,Uso medio
418,419,23/02/2012,1,1,2,0,4,1,1,18.620847,12.791171,0.444446,55.4583,516,4546,0.11350637923449186,5062,Winter,Uso medio
419,420,24/02/2012,1,1,2,0,5,1,2,16.7075,15.916989,0.410971,73.75,246,3241,0.07590249922863314,3487,Winter,Uso medio
420,421,25/02/2012,1,1,2,0,6,0,1,11.924153,28.250014,0.255675,39.5833,317,2415,0.13126293995859215,2732,Winter,Uso medio
421,422,26/02/2012,1,1,2,0,0,0,1,11.445847,13.750343,0.268308,41.0,515,2874,0.1791927627000696,3389,Winter,Uso medio
422,423,27/02/2012,1,1,2,0,1,1,1,15.033347,17.958211,0.357954,49.0833,253,4069,0.06217743917424429,4322,Winter,Uso medio
423,424,28/02/2012,1,1,2,0,2,1,1,14.725847,12.958939,0.353525,39.5833,229,4134,0.05539429124334785,4363,Winter,Uso medio
424,425,29/02/2012,1,1,2,0,3,1,2,14.118268,12.000839,0.34847,80.4783,65,1769,0.03674392312040701,1834,Winter,Uso bajo
425,426,01/03/2012,1,1,3,0,4,1,1,19.919153,15.208129,0.475371,61.5417,325,4665,0.06966773847802786,4990,Winter,Uso medio
426,427,02/03/2012,1,1,3,0,5,1,2,14.486653,9.708568,0.359842,65.7083,246,2948,0.08344640434192672,3194,Winter,Uso medio
427,428,03/03/2012,1,1,3,0,6,0,2,16.980847,10.792293,0.413492,62.125,956,3110,0.307395498392283,4066,Winter,Uso medio
428,429,04/03/2012,1,1,3,0,0,0,1,13.359153,22.416257,0.303021,40.3333,710,2713,0.2617029119056395,3423,Winter,Uso medio
429,430,05/03/2012,1,1,3,0,1,1,1,9.976653,15.333486,0.241171,50.625,203,3130,0.06485623003194887,3333,Winter,Uso medio
430,431,06/03/2012,1,1,3,0,2,1,1,10.591653,13.458625,0.255042,45.6667,221,3735,0.059170013386880854,3956,Winter,Uso medio
431,432,07/03/2012,1,1,3,0,3,1,1,16.570847,23.167193,0.3851,51.3333,432,4484,0.09634255129348795,4916,Winter,Uso medio
432,433,08/03/2012,1,1,3,0,4,1,1,21.6275,29.584721,0.524604,56.75,486,4896,0.09926470588235294,5382,Winter,Uso medio
433,434,09/03/2012,1,1,3,0,5,1,2,16.844153,27.7916,0.397083,40.7083,447,4122,0.10844250363901019,4569,Winter,Uso medio
434,435,10/03/2012,1,1,3,0,6,0,1,11.7875,15.12525,0.277767,35.0417,968,3150,0.3073015873015873,4118,Winter,Uso medio
435,436,11/03/2012,1,1,3,0,0,0,1,14.831299,14.913329,0.35967,47.6957,1658,3253,0.5096833691976637,4911,Winter,Uso medio
436,437,12/03/2012,1,1,3,0,1,1,1,19.133347,13.916771,0.459592,48.9167,838,4460,0.18789237668161435,5298,Winter,Uso medio
437,438,13/03/2012,1,1,3,0,2,1,1,23.165,15.87565,0.542929,61.75,762,5085,0.14985250737463127,5847,Winter,Uso medio
438,439,14/03/2012,1,1,3,0,3,1,1,23.4725,7.709154,0.548617,50.7083,997,5315,0.18758231420507995,6312,Winter,Uso medio
439,440,15/03/2012,1,1,3,0,4,1,1,22.8575,10.042161,0.532825,57.9583,1005,5187,0.1937536148062464,6192,Winter,Uso medio
440,441,16/03/2012,1,1,3,0,5,1,2,17.869153,7.583864,0.436229,84.2083,548,3830,0.14308093994778068,4378,Winter,Uso medio
441,442,17/03/2012,1,1,3,0,6,0,2,21.080847,7.417168,0.505046,75.5833,3155,4681,0.674001281777398,7836,Winter,Uso alto
442,443,18/03/2012,1,1,3,0,0,0,2,19.3725,8.501161,0.464,81.0,2207,3685,0.5989145183175034,5892,Winter,Uso medio
443,444,19/03/2012,1,1,3,0,1,1,1,22.345,10.875239,0.532821,72.875,982,5171,0.1899052407658093,6153,Winter,Uso medio
444,445,20/03/2012,1,1,3,0,2,1,1,22.994153,8.125157,0.538533,80.7917,1051,5042,0.20844902816342722,6093,Winter,Uso medio
445,446,21/03/2012,2,1,3,0,3,1,2,21.798347,6.0004061,0.513258,82.125,1122,5108,0.21965544244322632,6230,Spring,Uso medio
446,447,22/03/2012,2,1,3,0,4,1,1,22.720847,7.876654,0.531567,83.125,1334,5537,0.24092468845945458,6871,Spring,Uso alto
447,448,23/03/2012,2,1,3,0,5,1,2,24.668347,7.7921,0.570067,69.4167,2469,5893,0.41897166129305957,8362,Spring,Uso alto
448,449,24/03/2012,2,1,3,0,6,0,2,20.6025,12.916461,0.486733,88.5417,1033,2339,0.44164172723386064,3372,Spring,Uso medio
449,450,25/03/2012,2,1,3,0,0,0,2,17.9375,14.791925,0.437488,88.0833,1532,3464,0.44226327944572746,4996,Spring,Uso medio
450,451,26/03/2012,2,1,3,0,1,1,1,18.279153,25.917007,0.43875,47.7917,795,4763,0.16691161032962418,5558,Spring,Uso medio
451,452,27/03/2012,2,1,3,0,2,1,1,13.256653,12.541864,0.315654,29.0,531,4571,0.11616714066943776,5102,Spring,Uso medio
452,453,28/03/2012,2,1,3,0,3,1,1,19.850847,19.541957,0.47095,48.125,674,5024,0.13415605095541402,5698,Spring,Uso medio
453,454,29/03/2012,2,1,3,0,4,1,1,20.260847,21.41655,0.482304,43.9167,834,5299,0.15738818645027364,6133,Spring,Uso medio
454,455,30/03/2012,2,1,3,0,5,1,2,15.17,9.250489,0.375621,58.0833,796,4663,0.17070555436414325,5459,Spring,Uso medio
455,456,31/03/2012,2,1,3,0,6,0,2,17.390847,16.791339,0.421708,73.8333,2301,3934,0.5849008642602949,6235,Spring,Uso medio
456,457,01/04/2012,2,1,4,0,0,0,2,17.459153,11.541889,0.417287,67.625,2347,3694,0.6353546291283162,6041,Spring,Uso medio
457,458,02/04/2012,2,1,4,0,1,1,1,17.790433,20.913313,0.427513,50.4348,1208,4728,0.25549915397631134,5936,Spring,Uso medio
458,459,03/04/2012,2,1,4,0,2,1,1,19.133347,6.708911,0.461483,39.6667,1348,5424,0.2485250737463127,6772,Spring,Uso alto
459,460,04/04/2012,2,1,4,0,3,1,1,22.208347,12.125325,0.53345,46.9583,1058,5378,0.19672740795834884,6436,Spring,Uso medio
460,461,05/04/2012,2,1,4,0,4,1,1,17.835,14.708443,0.431163,37.4167,1192,5265,0.22640075973409307,6457,Spring,Uso alto
461,462,06/04/2012,2,1,4,0,5,1,1,16.536653,20.125996,0.390767,37.7083,1807,4653,0.38835160111755856,6460,Spring,Uso alto
462,463,07/04/2012,2,1,4,0,6,0,1,17.9375,18.416357,0.426129,25.4167,3252,3605,0.9020804438280167,6857,Spring,Uso alto
463,464,08/04/2012,2,1,4,0,0,0,1,20.5,15.583932,0.492425,27.5833,2230,2939,0.7587614834977884,5169,Spring,Uso medio
464,465,09/04/2012,2,1,4,0,1,1,1,20.055847,23.999132,0.476638,31.75,905,4680,0.19337606837606838,5585,Spring,Uso medio
465,466,10/04/2012,2,1,4,0,2,1,1,18.313347,16.708125,0.436233,43.5,819,5099,0.16061972935869778,5918,Spring,Uso medio
466,467,11/04/2012,2,1,4,0,3,1,1,14.296536,19.783358,0.337274,46.9565,482,4380,0.11004566210045662,4862,Spring,Uso medio
467,468,12/04/2012,2,1,4,0,4,1,1,16.2975,19.458743,0.387604,46.625,663,4746,0.13969658659924147,5409,Spring,Uso medio
468,469,13/04/2012,2,1,4,0,5,1,1,18.1425,10.416557,0.431808,40.8333,1252,5146,0.24329576369996114,6398,Spring,Uso medio
469,470,14/04/2012,2,1,4,0,6,0,1,20.295,12.791439,0.487996,50.2917,2795,4665,0.5991425509110396,7460,Spring,Uso alto
470,471,15/04/2012,2,1,4,0,0,0,1,24.873347,15.083643,0.573875,50.7917,2846,4286,0.6640223985067663,7132,Spring,Uso alto
471,472,16/04/2012,2,1,4,1,1,0,1,27.230847,19.083543,0.614925,56.1667,1198,5172,0.23163186388244392,6370,Spring,Uso medio
472,473,17/04/2012,2,1,4,0,2,1,1,24.941653,18.333143,0.598487,39.0417,989,5702,0.1734479130129779,6691,Spring,Uso alto
473,474,18/04/2012,2,1,4,0,3,1,2,18.996653,11.250104,0.457038,56.9167,347,4020,0.086318407960199,4367,Spring,Uso medio
474,475,19/04/2012,2,1,4,0,4,1,1,20.431653,4.4172564,0.493046,61.25,846,5719,0.1479279594334674,6565,Spring,Uso alto
475,476,20/04/2012,2,1,4,0,5,1,1,21.593347,10.041357,0.515775,69.4583,1340,5950,0.22521008403361345,7290,Spring,Uso alto
476,477,21/04/2012,2,1,4,0,6,0,1,23.37,19.000329,0.542921,68.2917,2541,4083,0.6223365172667157,6624,Spring,Uso alto
477,478,22/04/2012,2,1,4,0,0,0,3,16.263347,23.084582,0.389504,83.5417,120,907,0.13230429988974643,1027,Spring,Uso bajo
478,479,23/04/2012,2,1,4,0,1,1,2,13.188347,20.334232,0.301125,76.6667,195,3019,0.06459092414706856,3214,Spring,Uso medio
479,480,24/04/2012,2,1,4,0,2,1,1,16.946653,16.708661,0.405283,45.4167,518,5115,0.10127077223851418,5633,Spring,Uso medio
480,481,25/04/2012,2,1,4,0,3,1,1,19.543347,7.959064,0.470317,42.7917,655,5541,0.11820970943872947,6196,Spring,Uso medio
481,482,26/04/2012,2,1,4,0,4,1,2,20.431653,11.833875,0.483583,75.6667,475,4551,0.1043726653482751,5026,Spring,Uso medio
482,483,27/04/2012,2,1,4,0,5,1,1,18.7575,23.291411,0.452637,40.0833,1014,5219,0.19429009388771795,6233,Spring,Uso medio
483,484,28/04/2012,2,1,4,0,6,0,2,15.443347,8.708325,0.377504,48.9583,1120,3100,0.36129032258064514,4220,Spring,Uso medio
484,485,29/04/2012,2,1,4,0,0,0,1,18.791653,7.832836,0.450121,58.7083,2229,4075,0.5469938650306748,6304,Spring,Uso medio
485,486,30/04/2012,2,1,4,0,1,1,2,19.030847,11.499746,0.457696,57.0,665,4907,0.1355206847360913,5572,Spring,Uso medio
486,487,01/05/2012,2,1,5,0,2,1,2,25.146653,10.458432,0.577021,65.9583,653,5087,0.12836642421859643,5740,Spring,Uso medio
487,488,02/05/2012,2,1,5,0,3,1,1,23.130847,9.249886,0.537896,79.7083,667,5502,0.1212286441294075,6169,Spring,Uso medio
488,489,03/05/2012,2,1,5,0,4,1,2,22.96,8.957632,0.537242,76.8333,764,5657,0.13505391550291673,6421,Spring,Uso medio
489,490,04/05/2012,2,1,5,0,5,1,1,25.7275,10.916846,0.590917,73.5417,1069,5227,0.20451501817486128,6296,Spring,Uso medio
490,491,05/05/2012,2,1,5,0,6,0,2,25.488347,10.250464,0.584608,75.6667,2496,4387,0.5689537269204468,6883,Spring,Uso alto
491,492,06/05/2012,2,1,5,0,0,0,2,23.0625,10.041893,0.546737,74.0,2135,4224,0.5054450757575758,6359,Spring,Uso medio
492,493,07/05/2012,2,1,5,0,1,1,2,22.0375,15.458307,0.527142,66.4167,1008,5265,0.19145299145299147,6273,Spring,Uso medio
493,494,08/05/2012,2,1,5,0,2,1,2,23.848347,19.833943,0.557471,68.5833,738,4990,0.14789579158316632,5728,Spring,Uso medio
494,495,09/05/2012,2,1,5,0,3,1,2,23.575,14.499604,0.553025,74.4167,620,4097,0.15133024164022454,4717,Spring,Uso medio
495,496,10/05/2012,2,1,5,0,4,1,1,20.739153,21.042221,0.491783,55.2083,1026,5546,0.1849981968986657,6572,Spring,Uso alto
496,497,11/05/2012,2,1,5,0,5,1,1,21.866653,15.874779,0.520833,36.0417,1319,5711,0.23095780073542288,7030,Spring,Uso alto
497,498,12/05/2012,2,1,5,0,6,0,1,23.130847,8.249911,0.544817,48.0417,2622,4807,0.5454545454545454,7429,Spring,Uso alto
498,499,13/05/2012,2,1,5,0,0,0,1,25.1125,15.082839,0.585238,57.625,2172,3946,0.5504308160162189,6118,Spring,Uso medio
499,500,14/05/2012,2,1,5,0,1,1,2,23.506653,14.250364,0.5499,78.9583,342,2501,0.1367453018792483,2843,Spring,Uso medio
500,501,15/05/2012,2,1,5,0,2,1,2,25.078347,9.875264,0.576404,79.4583,625,4490,0.13919821826280623,5115,Spring,Uso medio
501,502,16/05/2012,2,1,5,0,3,1,1,26.103347,8.208304,0.595975,69.7917,991,6433,0.15404943261308876,7424,Spring,Uso alto
502,503,17/05/2012,2,1,5,0,4,1,1,24.326653,15.374825,0.572613,52.0,1242,6142,0.2022142624552263,7384,Spring,Uso alto
503,504,18/05/2012,2,1,5,0,5,1,1,23.130847,9.166739,0.551121,52.3333,1521,6118,0.2486106570774763,7639,Spring,Uso alto
504,505,19/05/2012,2,1,5,0,6,0,1,24.6,5.626325,0.566908,45.625,3410,4884,0.6981981981981982,8294,Spring,Uso alto
505,506,20/05/2012,2,1,5,0,0,0,1,25.454153,17.042589,0.583967,53.0417,2704,4425,0.6110734463276836,7129,Spring,Uso alto
506,507,21/05/2012,2,1,5,0,1,1,2,24.531653,15.624668,0.565667,81.125,630,3729,0.16894609814963799,4359,Spring,Uso medio
507,508,22/05/2012,2,1,5,0,2,1,2,25.215,7.917189,0.580825,76.5833,819,5254,0.15588123334602208,6073,Spring,Uso medio
508,509,23/05/2012,2,1,5,0,3,1,2,25.488347,6.834,0.584612,77.4583,766,4494,0.17044948820649755,5260,Spring,Uso medio
509,510,24/05/2012,2,1,5,0,4,1,1,26.855,11.584032,0.6067,71.6667,1059,5711,0.18543162318333042,6770,Spring,Uso alto
510,511,25/05/2012,2,1,5,0,5,1,1,27.88,9.41685,0.627529,74.7083,1417,5317,0.2665036674816626,6734,Spring,Uso alto
511,512,26/05/2012,2,1,5,0,6,0,1,28.3925,13.332464,0.642696,73.25,2855,3681,0.7756044553110568,6536,Spring,Uso alto
512,513,27/05/2012,2,1,5,0,0,0,1,28.29,14.416457,0.641425,69.7083,3283,3308,0.9924425634824667,6591,Spring,Uso alto
513,514,28/05/2012,2,1,5,1,1,0,1,29.2125,13.166907,0.6793,67.625,2557,3486,0.7335054503729203,6043,Spring,Uso medio
514,515,29/05/2012,2,1,5,0,2,1,1,29.6225,19.7918,0.672992,68.4583,880,4863,0.18095825622044007,5743,Spring,Uso medio
515,516,30/05/2012,2,1,5,0,3,1,2,26.923347,9.000043,0.611129,67.0,745,6110,0.12193126022913257,6855,Spring,Uso alto
516,517,31/05/2012,2,1,5,0,4,1,1,27.88,13.083693,0.631329,49.2917,1100,6238,0.17633857005450465,7338,Spring,Uso alto
517,518,01/06/2012,2,1,6,0,5,1,2,26.820847,15.916721,0.607962,75.5417,533,3594,0.14830272676683362,4127,Spring,Uso medio
518,519,02/06/2012,2,1,6,0,6,0,1,23.916653,12.499654,0.566288,54.9167,2795,5325,0.5248826291079812,8120,Spring,Uso alto
519,520,03/06/2012,2,1,6,0,0,0,1,24.7025,12.333829,0.575133,49.3333,2494,5147,0.48455410918981934,7641,Spring,Uso alto
520,521,04/06/2012,2,1,6,0,1,1,1,24.4975,19.083811,0.578283,48.7083,1071,5927,0.1806984983971655,6998,Spring,Uso alto
521,522,05/06/2012,2,1,6,0,2,1,2,22.174153,14.041525,0.525892,61.3333,968,6033,0.16045085363832257,7001,Spring,Uso alto
522,523,06/06/2012,2,1,6,0,3,1,1,22.720847,5.167375,0.542292,61.125,1027,6028,0.170371599203716,7055,Spring,Uso alto
523,524,07/06/2012,2,1,6,0,4,1,1,24.7025,10.54245,0.569442,56.7083,1038,6456,0.1607806691449814,7494,Spring,Uso alto
524,525,08/06/2012,2,1,6,0,5,1,1,26.615847,11.750661,0.597862,46.7917,1488,6248,0.23815620998719592,7736,Spring,Uso alto
525,526,09/06/2012,2,1,6,0,6,0,1,29.144153,9.667229,0.648367,43.7083,2708,4790,0.5653444676409186,7498,Spring,Uso alto
526,527,10/06/2012,2,1,6,0,0,0,1,29.793347,8.959307,0.663517,53.8333,2224,4374,0.508459076360311,6598,Spring,Uso alto
527,528,11/06/2012,2,1,6,0,1,1,2,29.554153,13.916771,0.659721,58.7917,1017,5647,0.18009562599610413,6664,Spring,Uso alto
528,529,12/06/2012,2,1,6,0,2,1,2,26.786653,14.374582,0.597875,83.3333,477,4495,0.10611790878754171,4972,Spring,Uso medio
529,530,13/06/2012,2,1,6,0,3,1,1,26.889153,22.999693,0.611117,58.2083,1173,6248,0.18774007682458388,7421,Spring,Uso alto
530,531,14/06/2012,2,1,6,0,4,1,1,26.581653,17.000111,0.624383,56.9583,1180,6183,0.1908458677017629,7363,Spring,Uso alto
531,532,15/06/2012,2,1,6,0,5,1,1,26.205847,11.833339,0.599754,58.9583,1563,6102,0.2561455260570305,7665,Spring,Uso alto
532,533,16/06/2012,2,1,6,0,6,0,1,25.898347,11.166689,0.594708,50.4167,2963,4739,0.6252373918548217,7702,Spring,Uso alto
533,534,17/06/2012,2,1,6,0,0,0,1,24.2925,9.708568,0.571975,59.875,2634,4344,0.606353591160221,6978,Spring,Uso alto
534,535,18/06/2012,2,1,6,0,1,1,2,23.301653,11.707982,0.544842,77.7917,653,4446,0.1468735942420153,5099,Spring,Uso medio
535,536,19/06/2012,2,1,6,0,2,1,1,28.221653,9.917139,0.654692,69.0,968,5857,0.16527232371521255,6825,Spring,Uso alto
536,537,20/06/2012,2,1,6,0,3,1,1,32.0825,7.625404,0.720975,59.2083,872,5339,0.16332646563026784,6211,Spring,Uso medio
537,538,21/06/2012,3,1,6,0,4,1,1,33.039153,7.958729,0.752542,56.7917,778,5127,0.1517456602301541,5905,Summer,Uso medio
538,539,22/06/2012,3,1,6,0,5,1,1,31.8775,12.250414,0.724121,57.375,964,4859,0.19839473142621938,5823,Summer,Uso medio
539,540,23/06/2012,3,1,6,0,6,0,1,29.998347,12.041307,0.652792,53.4583,2657,4801,0.5534263695063528,7458,Summer,Uso alto
540,541,24/06/2012,3,1,6,0,0,0,1,30.476653,9.750175,0.674254,47.9167,2551,4340,0.5877880184331797,6891,Summer,Uso alto
541,542,25/06/2012,3,1,6,0,1,1,1,29.349153,20.125661,0.654042,50.4167,1139,5640,0.20195035460992908,6779,Summer,Uso alto
542,543,26/06/2012,3,1,6,0,2,1,1,25.864153,23.292014,0.594704,37.3333,1077,6365,0.16920659858601728,7442,Summer,Uso alto
543,544,27/06/2012,3,1,6,0,3,1,1,28.5975,18.208925,0.640792,36.0,1077,6258,0.17209971236816873,7335,Summer,Uso alto
544,545,28/06/2012,3,1,6,0,4,1,1,30.715847,11.50055,0.675512,42.25,921,5958,0.15458207452165157,6879,Summer,Uso alto
545,546,29/06/2012,3,1,6,0,5,1,1,34.200847,11.082939,0.786613,48.875,829,4634,0.17889512300388433,5463,Summer,Uso medio
546,547,30/06/2012,3,1,6,0,6,0,1,31.365,10.791757,0.687508,60.125,1455,4232,0.34380907372400754,5687,Summer,Uso medio
547,548,01/07/2012,3,1,7,0,0,0,1,33.449153,11.291443,0.750629,51.875,1421,4110,0.34574209245742094,5531,Summer,Uso medio
